,dif_min,atraso_15,temporada_alta,periodo_dia
27367,4,0,0,5:00 a 11:59
27368,2,0,0,5:00 a 11:59
27369,11,0,0,5:00 a 11:59
27370,-7,0,0,19:00 a 4:59
27371,29,1,0,19:00 a 4:59
27372,17,1,0,19:00 a 4:59
27373,-10,0,0,19:00 a 4:59
27374,60,1,0,19:00 a 4:59
27375,61,1,0,19:00 a 4:59
27376,18,1,0,19:00 a 4:59
27377,0,0,0,19:00 a 4:59
27378,12,0,1,19:00 a 4:59
27379,-2,0,1,19:00 a 4:59
27380,3,0,0,19:00 a 4:59
27381,46,1,0,19:00 a 4:59
27382,-3,0,0,19:00 a 4:59
27383,6,0,0,19:00 a 4:59
27384,2,0,0,19:00 a 4:59
27385,5,0,0,19:00 a 4:59
27386,2,0,0,19:00 a 4:59
27387,28,1,0,19:00 a 4:59
27388,3,0,0,19:00 a 4:59
27389,2,0,0,19:00 a 4:59
27390,4,0,0,19:00 a 4:59
27391,2,0,0,19:00 a 4:59
27392,-8,0,0,19:00 a 4:59
27393,1,0,0,19:00 a 4:59
27394,31,1,0,19:00 a 4:59
27395,16,1,0,19:00 a 4:59
27396,0,0,0,19:00 a 4:59
27397,5,0,0,19:00 a 4:59
27398,41,1,0,19:00 a 4:59
27399,153,1,0,19:00 a 4:59
27400,93,1,0,19:00 a 4:59
27401,-8,0,0,19:00 a 4:59
27402,11,0,0,19:00 a 4:59
27403,-11,0,0,5:00 a 11:59
27404,5,0,0,5:00 a 11:59
27405,-10,0,0,5:00 a 11:59
27406,127,1,0,5:00 a 11:59
27407,19,1,0,5:00 a 11:59
27408,25,1,0,19:00 a 4:59
27409,5,0,1,19:00 a 4:59
27410,0,0,1,19:00 a 4:59
27411,15,0,0,19:00 a 4:59
27412,-9,0,0,19:00 a 4:59
27413,-1,0,0,19:00 a 4:59
27414,7,0,0,19:00 a 4:59
27415,-2,0,0,19:00 a 4:59
27416,-3,0,0,19:00 a 4:59
27417,-4,0,0,19:00 a 4:59
27418,0,0,0,19:00 a 4:59
27419,-10,0,0,19:00 a 4:59
27420,-7,0,0,19:00 a 4:59
27421,-4,0,0,19:00 a 4:59
27422,-3,0,0,19:00 a 4:59
27423,3,0,0,19:00 a 4:59
27424,-10,0,0,19:00 a 4:59
27425,2,0,0,19:00 a 4:59
27426,-5,0,0,19:00 a 4:59
27427,-3,0,0,19:00 a 4:59
27428,-2,0,0,19:00 a 4:59
27429,-1,0,0,19:00 a 4:59
27430,-5,0,0,19:00 a 4:59
27431,-11,0,0,19:00 a 4:59
27432,-11,0,0,19:00 a 4:59
27433,-8,0,0,19:00 a 4:59
27434,0,0,0,19:00 a 4:59
27435,4,0,0,19:00 a 4:59
27436,10,0,0,19:00 a 4:59
27437,22,1,1,19:00 a 4:59
27438,-9,0,1,19:00 a 4:59
27439,-8,0,0,19:00 a 4:59
27440,-8,0,0,19:00 a 4:59
27441,-9,0,0,19:00 a 4:59
27442,-9,0,0,19:00 a 4:59
27443,-9,0,0,19:00 a 4:59
27444,-2,0,0,19:00 a 4:59
27445,90,1,0,19:00 a 4:59
27446,-12,0,0,19:00 a 4:59
27447,-5,0,0,19:00 a 4:59
27448,-10,0,0,19:00 a 4:59
27449,-6,0,0,19:00 a 4:59
27450,-7,0,0,19:00 a 4:59
27451,-5,0,0,19:00 a 4:59
27452,-6,0,0,19:00 a 4:59
27453,80,1,0,19:00 a 4:59
27454,4,0,0,19:00 a 4:59
27455,27,1,0,19:00 a 4:59
27456,-11,0,0,19:00 a 4:59
27457,-7,0,0,19:00 a 4:59
27458,-2,0,0,19:00 a 4:59
27459,-10,0,0,19:00 a 4:59
27460,-7,0,0,19:00 a 4:59
27461,-9,0,0,19:00 a 4:59
27462,-8,0,0,19:00 a 4:59
27463,110,1,0,19:00 a 4:59
27464,20,1,0,19:00 a 4:59
27465,-7,0,1,5:00 a 11:59
27466,3,0,0,5:00 a 11:59
27467,-3,0,0,5:00 a 11:59
27468,0,0,0,5:00 a 11:59
27469,19,1,0,5:00 a 11:59
27470,2,0,0,5:00 a 11:59
27471,13,0,0,5:00 a 11:59
27472,-8,0,0,5:00 a 11:59
27473,-9,0,0,5:00 a 11:59
27474,-6,0,0,5:00 a 11:59
27475,0,0,0,5:00 a 11:59
27476,3,0,0,5:00 a 11:59
27477,70,1,0,5:00 a 11:59
27478,9,0,0,5:00 a 11:59
27479,-1,0,0,5:00 a 11:59
27480,54,1,0,5:00 a 11:59
27481,-3,0,0,5:00 a 11:59
27482,9,0,0,5:00 a 11:59
27483,8,0,0,5:00 a 11:59
27484,1,0,0,5:00 a 11:59
27485,6,0,0,5:00 a 11:59
27486,11,0,0,5:00 a 11:59
27487,20,1,0,5:00 a 11:59
27488,36,1,0,5:00 a 11:59
27489,-2,0,1,12:00 a 18:59
27490,8,0,0,12:00 a 18:59
27491,0,0,0,12:00 a 18:59
27492,-7,0,0,12:00 a 18:59
27493,-7,0,0,12:00 a 18:59
27494,4,0,0,12:00 a 18:59
27495,6,0,0,12:00 a 18:59
27496,3,0,0,12:00 a 18:59
27497,5,0,0,12:00 a 18:59
27498,-5,0,0,12:00 a 18:59
27499,11,0,0,12:00 a 18:59
27500,52,1,0,12:00 a 18:59
27501,6,0,0,12:00 a 18:59
27502,22,1,0,12:00 a 18:59
27503,3,0,0,12:00 a 18:59
27504,14,0,0,12:00 a 18:59
27505,8,0,0,12:00 a 18:59
27506,-5,0,0,12:00 a 18:59
27507,-6,0,0,12:00 a 18:59
27508,-5,0,0,12:00 a 18:59
27509,-1,0,0,12:00 a 18:59
27510,-3,0,0,12:00 a 18:59
27511,18,1,0,12:00 a 18:59
27512,15,0,0,12:00 a 18:59
27513,-7,0,1,5:00 a 11:59
27514,-1,0,0,5:00 a 11:59
27515,-9,0,0,5:00 a 11:59
27516,2,0,0,5:00 a 11:59
27517,-2,0,0,5:00 a 11:59
27518,-7,0,0,5:00 a 11:59
27519,7,0,0,5:00 a 11:59
27520,1,0,0,5:00 a 11:59
27521,-6,0,0,5:00 a 11:59
27522,-3,0,0,5:00 a 11:59
27523,-1,0,0,5:00 a 11:59
27524,-4,0,0,5:00 a 11:59
27525,-4,0,0,5:00 a 11:59
27526,1,0,0,5:00 a 11:59
27527,14,0,0,5:00 a 11:59
27528,-1,0,0,5:00 a 11:59
27529,6,0,0,5:00 a 11:59
27530,-1,0,0,5:00 a 11:59
27531,-4,0,0,5:00 a 11:59
27532,-1,0,0,5:00 a 11:59
27533,0,0,0,5:00 a 11:59
27534,-6,0,0,5:00 a 11:59
27535,-3,0,0,5:00 a 11:59
27536,-6,0,0,5:00 a 11:59
27537,-13,0,0,5:00 a 11:59
27538,1,0,0,5:00 a 11:59
27539,-9,0,0,5:00 a 11:59
27540,4,0,0,5:00 a 11:59
27541,-6,0,0,5:00 a 11:59
27542,-6,0,1,19:00 a 4:59
27543,-3,0,1,19:00 a 4:59
27544,-8,0,0,19:00 a 4:59
27545,-11,0,0,19:00 a 4:59
27546,-6,0,0,19:00 a 4:59
27547,-4,0,0,19:00 a 4:59
27548,1,0,0,19:00 a 4:59
27549,-4,0,0,19:00 a 4:59
27550,-10,0,0,19:00 a 4:59
27551,-6,0,0,19:00 a 4:59
27552,-11,0,0,19:00 a 4:59
27553,-3,0,0,19:00 a 4:59
27554,-11,0,0,19:00 a 4:59
27555,-14,0,0,19:00 a 4:59
27556,-8,0,0,19:00 a 4:59
27557,10,0,0,19:00 a 4:59
27558,-11,0,0,19:00 a 4:59
27559,-2,0,0,19:00 a 4:59
27560,-6,0,0,19:00 a 4:59
27561,10,0,0,19:00 a 4:59
27562,-8,0,0,19:00 a 4:59
27563,5,0,0,19:00 a 4:59
27564,7,0,0,19:00 a 4:59
27565,-7,0,0,19:00 a 4:59
27566,-12,0,0,19:00 a 4:59
27567,-7,0,0,19:00 a 4:59
27568,-10,0,0,19:00 a 4:59
27569,-3,0,0,19:00 a 4:59
27570,93,1,1,5:00 a 11:59
27571,18,1,1,5:00 a 11:59
27572,63,1,0,5:00 a 11:59
27573,16,1,0,5:00 a 11:59
27574,17,1,0,5:00 a 11:59
27575,-3,0,0,5:00 a 11:59
27576,33,1,0,5:00 a 11:59
27577,1,0,0,5:00 a 11:59
27578,5,0,0,5:00 a 11:59
27579,-4,0,0,5:00 a 11:59
27580,-5,0,0,5:00 a 11:59
27581,46,1,0,5:00 a 11:59
27582,7,0,0,5:00 a 11:59
27583,8,0,0,5:00 a 11:59
27584,12,0,0,5:00 a 11:59
27585,23,1,0,5:00 a 11:59
27586,29,1,0,5:00 a 11:59
27587,6,0,0,5:00 a 11:59
27588,15,0,0,5:00 a 11:59
27589,-3,0,0,5:00 a 11:59
27590,2,0,0,5:00 a 11:59
27591,120,1,0,5:00 a 11:59
27592,21,1,0,5:00 a 11:59
27593,5,0,0,5:00 a 11:59
27594,-2,0,0,5:00 a 11:59
27595,3,0,0,5:00 a 11:59
27596,54,1,0,5:00 a 11:59
27597,17,1,0,5:00 a 11:59
27598,1,0,0,5:00 a 11:59
27599,47,1,0,5:00 a 11:59
27600,5,0,1,5:00 a 11:59
27601,2,0,1,5:00 a 11:59
27602,2,0,0,5:00 a 11:59
27603,63,1,0,5:00 a 11:59
27604,13,0,0,5:00 a 11:59
27605,-4,0,0,5:00 a 11:59
27606,3,0,0,5:00 a 11:59
27607,-14,0,0,5:00 a 11:59
27608,98,1,0,5:00 a 11:59
27609,9,0,0,5:00 a 11:59
27610,-9,0,0,5:00 a 11:59
27611,23,1,0,5:00 a 11:59
27612,5,0,0,5:00 a 11:59
27613,6,0,0,5:00 a 11:59
27614,45,1,0,5:00 a 11:59
27615,-10,0,0,5:00 a 11:59
27616,15,0,0,5:00 a 11:59
27617,7,0,0,5:00 a 11:59
27618,21,1,0,5:00 a 11:59
27619,7,0,0,5:00 a 11:59
27620,4,0,0,5:00 a 11:59
27621,1,0,0,5:00 a 11:59
27622,-6,0,0,5:00 a 11:59
27623,33,1,0,5:00 a 11:59
27624,7,0,0,5:00 a 11:59
27625,-7,0,0,5:00 a 11:59
27626,10,0,0,5:00 a 11:59
27627,1,0,1,12:00 a 18:59
27628,52,1,1,12:00 a 18:59
27629,-7,0,0,12:00 a 18:59
27630,38,1,0,12:00 a 18:59
27631,9,0,0,12:00 a 18:59
27632,10,0,0,12:00 a 18:59
27633,-1,0,0,12:00 a 18:59
27634,5,0,0,12:00 a 18:59
27635,32,1,0,12:00 a 18:59
27636,-1,0,0,12:00 a 18:59
27637,9,0,0,12:00 a 18:59
27638,6,0,0,12:00 a 18:59
27639,-14,0,0,12:00 a 18:59
27640,-7,0,0,12:00 a 18:59
27641,20,1,0,12:00 a 18:59
27642,88,1,0,12:00 a 18:59
27643,-1,0,0,12:00 a 18:59
27644,6,0,0,12:00 a 18:59
27645,-10,0,0,12:00 a 18:59
27646,-3,0,0,12:00 a 18:59
27647,1,0,0,12:00 a 18:59
27648,43,1,0,12:00 a 18:59
27649,5,0,0,12:00 a 18:59
27650,-4,0,0,12:00 a 18:59
27651,0,0,0,12:00 a 18:59
27652,16,1,0,12:00 a 18:59
27653,20,1,0,12:00 a 18:59
27654,20,1,0,12:00 a 18:59
27655,31,1,0,12:00 a 18:59
27656,25,1,0,12:00 a 18:59
27657,-4,0,1,12:00 a 18:59
27658,-6,0,1,12:00 a 18:59
27659,6,0,0,12:00 a 18:59
27660,3,0,0,12:00 a 18:59
27661,-2,0,0,12:00 a 18:59
27662,13,0,0,12:00 a 18:59
27663,-2,0,0,12:00 a 18:59
27664,3,0,0,12:00 a 18:59
27665,-14,0,0,12:00 a 18:59
27666,-9,0,0,12:00 a 18:59
27667,-5,0,0,12:00 a 18:59
27668,-1,0,0,12:00 a 18:59
27669,24,1,0,12:00 a 18:59
27670,34,1,0,12:00 a 18:59
27671,0,0,0,12:00 a 18:59
27672,-2,0,0,12:00 a 18:59
27673,10,0,0,12:00 a 18:59
27674,-1,0,0,12:00 a 18:59
27675,2,0,0,12:00 a 18:59
27676,31,1,0,12:00 a 18:59
27677,-5,0,0,12:00 a 18:59
27678,6,0,0,12:00 a 18:59
27679,5,0,0,12:00 a 18:59
27680,3,0,0,12:00 a 18:59
27681,-10,0,0,12:00 a 18:59
27682,-9,0,0,12:00 a 18:59
27683,10,0,0,12:00 a 18:59
27684,-1,0,0,12:00 a 18:59
27685,-8,0,1,5:00 a 11:59
27686,-10,0,1,5:00 a 11:59
27687,-5,0,0,5:00 a 11:59
27688,16,1,0,5:00 a 11:59
27689,17,1,0,5:00 a 11:59
27690,56,1,0,5:00 a 11:59
27691,1,0,0,5:00 a 11:59
27692,-4,0,0,5:00 a 11:59
27693,-3,0,0,5:00 a 11:59
27694,-4,0,0,5:00 a 11:59
27695,-4,0,0,5:00 a 11:59
27696,1,0,0,5:00 a 11:59
27697,-8,0,0,5:00 a 11:59
27698,-6,0,0,5:00 a 11:59
27699,0,0,0,5:00 a 11:59
27700,4,0,0,5:00 a 11:59
27701,-10,0,0,5:00 a 11:59
27702,5,0,0,5:00 a 11:59
27703,11,0,0,5:00 a 11:59
27704,-3,0,0,5:00 a 11:59
27705,-5,0,0,5:00 a 11:59
27706,-4,0,0,5:00 a 11:59
27707,1,0,0,5:00 a 11:59
27708,10,0,0,5:00 a 11:59
27709,-13,0,0,5:00 a 11:59
27710,4,0,0,5:00 a 11:59
27711,-10,0,0,5:00 a 11:59
27712,-11,0,0,5:00 a 11:59
27713,-9,0,0,5:00 a 11:59
27714,2,0,0,5:00 a 11:59
27715,22,1,1,19:00 a 4:59
27716,58,1,1,19:00 a 4:59
27717,31,1,0,19:00 a 4:59
27718,10,0,0,19:00 a 4:59
27719,2,0,0,19:00 a 4:59
27720,31,1,0,19:00 a 4:59
27721,14,0,0,19:00 a 4:59
27722,17,1,0,19:00 a 4:59
27723,7,0,0,19:00 a 4:59
27724,11,0,0,19:00 a 4:59
27725,-7,0,0,19:00 a 4:59
27726,35,1,0,19:00 a 4:59
27727,30,1,0,19:00 a 4:59
27728,52,1,0,19:00 a 4:59
27729,-2,0,0,19:00 a 4:59
27730,40,1,0,19:00 a 4:59
27731,15,0,0,19:00 a 4:59
27732,8,0,0,19:00 a 4:59
27733,54,1,0,19:00 a 4:59
27734,1,0,0,19:00 a 4:59
27735,-3,0,0,19:00 a 4:59
27736,12,0,0,19:00 a 4:59
27737,18,1,0,19:00 a 4:59
27738,22,1,0,19:00 a 4:59
27739,9,0,0,19:00 a 4:59
27740,55,1,0,19:00 a 4:59
27741,5,0,0,19:00 a 4:59
27742,2,0,0,19:00 a 4:59
27743,6,0,0,19:00 a 4:59
27744,-6,0,0,19:00 a 4:59
27745,24,1,1,5:00 a 11:59
27746,16,1,1,5:00 a 11:59
27747,16,1,0,5:00 a 11:59
27748,15,0,0,5:00 a 11:59
27749,-6,0,0,5:00 a 11:59
27750,8,0,0,5:00 a 11:59
27751,3,0,0,5:00 a 11:59
27752,6,0,0,5:00 a 11:59
27753,9,0,0,5:00 a 11:59
27754,-4,0,0,5:00 a 11:59
27755,-7,0,0,5:00 a 11:59
27756,7,0,0,5:00 a 11:59
27757,4,0,0,5:00 a 11:59
27758,-2,0,0,5:00 a 11:59
27759,31,1,0,5:00 a 11:59
27760,18,1,0,5:00 a 11:59
27761,0,0,0,5:00 a 11:59
27762,-12,0,0,5:00 a 11:59
27763,0,0,0,5:00 a 11:59
27764,4,0,0,5:00 a 11:59
27765,-3,0,0,5:00 a 11:59
27766,0,0,0,5:00 a 11:59
27767,2,0,0,5:00 a 11:59
27768,-1,0,0,5:00 a 11:59
27769,-6,0,0,5:00 a 11:59
27770,-1,0,0,5:00 a 11:59
27771,3,0,0,5:00 a 11:59
27772,-8,0,0,5:00 a 11:59
27773,14,0,1,12:00 a 18:59
27774,11,0,1,12:00 a 18:59
27775,9,0,0,12:00 a 18:59
27776,13,0,0,12:00 a 18:59
27777,13,0,0,12:00 a 18:59
27778,82,1,0,12:00 a 18:59
27779,1,0,0,12:00 a 18:59
27780,16,1,0,12:00 a 18:59
27781,11,0,0,12:00 a 18:59
27782,-1,0,0,12:00 a 18:59
27783,5,0,0,12:00 a 18:59
27784,16,1,0,12:00 a 18:59
27785,-1,0,0,12:00 a 18:59
27786,26,1,0,12:00 a 18:59
27787,7,0,0,12:00 a 18:59
27788,21,1,0,12:00 a 18:59
27789,18,1,0,12:00 a 18:59
27790,0,0,0,12:00 a 18:59
27791,2,0,0,12:00 a 18:59
27792,27,1,0,12:00 a 18:59
27793,25,1,0,12:00 a 18:59
27794,26,1,0,12:00 a 18:59
27795,41,1,0,12:00 a 18:59
27796,-3,0,0,12:00 a 18:59
27797,38,1,0,12:00 a 18:59
27798,10,0,0,12:00 a 18:59
27799,-11,0,0,12:00 a 18:59
27800,7,0,0,12:00 a 18:59
27801,5,0,0,12:00 a 18:59
27802,61,1,0,12:00 a 18:59
27803,-2,0,1,19:00 a 4:59
27804,-11,0,0,19:00 a 4:59
27805,-8,0,0,19:00 a 4:59
27806,8,0,0,19:00 a 4:59
27807,-7,0,0,19:00 a 4:59
27808,-1,0,0,19:00 a 4:59
27809,-8,0,0,19:00 a 4:59
27810,3,0,0,19:00 a 4:59
27811,9,0,0,19:00 a 4:59
27812,-5,0,0,19:00 a 4:59
27813,-10,0,0,19:00 a 4:59
27814,-3,0,0,19:00 a 4:59
27815,-9,0,0,19:00 a 4:59
27816,1,0,0,19:00 a 4:59
27817,-2,0,0,19:00 a 4:59
27818,-6,0,0,19:00 a 4:59
27819,5,0,0,19:00 a 4:59
27820,-13,0,0,19:00 a 4:59
27821,12,0,1,5:00 a 11:59
27822,-2,0,1,5:00 a 11:59
27823,3,0,0,5:00 a 11:59
27824,16,1,0,5:00 a 11:59
27825,-6,0,0,5:00 a 11:59
27826,0,0,0,5:00 a 11:59
27827,16,1,0,5:00 a 11:59
27828,0,0,0,5:00 a 11:59
27829,-8,0,0,5:00 a 11:59
27830,-3,0,0,5:00 a 11:59
27831,13,0,0,5:00 a 11:59
27832,7,0,0,5:00 a 11:59
27833,6,0,0,5:00 a 11:59
27834,1,0,0,5:00 a 11:59
27835,13,0,0,5:00 a 11:59
27836,9,0,0,5:00 a 11:59
27837,-7,0,0,5:00 a 11:59
27838,-6,0,0,5:00 a 11:59
27839,8,0,0,5:00 a 11:59
27840,13,0,0,5:00 a 11:59
27841,1,0,0,5:00 a 11:59
27842,5,0,0,5:00 a 11:59
27843,5,0,1,12:00 a 18:59
27844,11,0,0,12:00 a 18:59
27845,18,1,0,12:00 a 18:59
27846,1,0,0,12:00 a 18:59
27847,16,1,0,12:00 a 18:59
27848,-2,0,0,12:00 a 18:59
27849,-5,0,0,12:00 a 18:59
27850,1,0,0,12:00 a 18:59
27851,1,0,0,12:00 a 18:59
27852,7,0,0,12:00 a 18:59
27853,5,0,0,12:00 a 18:59
27854,7,0,0,12:00 a 18:59
27855,86,1,0,12:00 a 18:59
27856,1,0,0,12:00 a 18:59
27857,2,0,0,12:00 a 18:59
27858,7,0,0,12:00 a 18:59
27859,10,0,0,12:00 a 18:59
27860,-10,0,1,19:00 a 4:59
27861,-7,0,0,19:00 a 4:59
27862,-5,0,0,19:00 a 4:59
27863,-10,0,0,19:00 a 4:59
27864,8,0,0,19:00 a 4:59
27865,-1,0,0,19:00 a 4:59
27866,1,0,0,19:00 a 4:59
27867,-1,0,0,19:00 a 4:59
27868,-1,0,0,19:00 a 4:59
27869,-4,0,0,19:00 a 4:59
27870,-7,0,0,19:00 a 4:59
27871,5,0,0,19:00 a 4:59
27872,0,0,0,19:00 a 4:59
27873,-2,0,0,19:00 a 4:59
27874,0,0,0,19:00 a 4:59
27875,4,0,0,19:00 a 4:59
27876,-2,0,0,19:00 a 4:59
27877,-7,0,0,19:00 a 4:59
27878,1,0,0,19:00 a 4:59
27879,-5,0,0,19:00 a 4:59
27880,45,1,0,19:00 a 4:59
27881,-13,0,0,19:00 a 4:59
27882,3,0,0,19:00 a 4:59
27883,-4,0,0,19:00 a 4:59
27884,1,0,0,19:00 a 4:59
27885,-1,0,0,19:00 a 4:59
27886,10,0,0,19:00 a 4:59
27887,-11,0,0,19:00 a 4:59
27888,-5,0,0,19:00 a 4:59
27889,4,0,1,5:00 a 11:59
27890,-1,0,1,5:00 a 11:59
27891,0,0,0,5:00 a 11:59
27892,-6,0,0,5:00 a 11:59
27893,14,0,0,5:00 a 11:59
27894,-10,0,0,5:00 a 11:59
27895,4,0,0,5:00 a 11:59
27896,-1,0,0,5:00 a 11:59
27897,11,0,0,5:00 a 11:59
27898,3,0,0,5:00 a 11:59
27899,4,0,0,5:00 a 11:59
27900,-3,0,0,5:00 a 11:59
27901,6,0,0,5:00 a 11:59
27902,13,0,0,5:00 a 11:59
27903,-8,0,0,5:00 a 11:59
27904,0,0,0,5:00 a 11:59
27905,-11,0,0,5:00 a 11:59
27906,-6,0,0,5:00 a 11:59
27907,-9,0,0,5:00 a 11:59
27908,-3,0,0,5:00 a 11:59
27909,20,1,0,5:00 a 11:59
27910,-3,0,0,5:00 a 11:59
27911,-10,0,0,5:00 a 11:59
27912,-2,0,0,5:00 a 11:59
27913,-8,0,0,5:00 a 11:59
27914,-3,0,0,5:00 a 11:59
27915,-8,0,0,5:00 a 11:59
27916,4,0,0,5:00 a 11:59
27917,76,1,1,19:00 a 4:59
27918,3,0,1,19:00 a 4:59
27919,1,0,0,19:00 a 4:59
27920,-14,0,0,19:00 a 4:59
27921,-2,0,0,19:00 a 4:59
27922,3,0,0,19:00 a 4:59
27923,9,0,0,19:00 a 4:59
27924,21,1,0,19:00 a 4:59
27925,4,0,0,19:00 a 4:59
27926,-10,0,0,19:00 a 4:59
27927,-3,0,0,19:00 a 4:59
27928,-7,0,0,19:00 a 4:59
27929,1,0,0,19:00 a 4:59
27930,19,1,0,19:00 a 4:59
27931,-2,0,0,19:00 a 4:59
27932,-10,0,0,19:00 a 4:59
27933,7,0,0,19:00 a 4:59
27934,-3,0,0,19:00 a 4:59
27935,-8,0,0,19:00 a 4:59
27936,-6,0,0,19:00 a 4:59
27937,-1,0,0,19:00 a 4:59
27938,-1,0,0,19:00 a 4:59
27939,-4,0,0,19:00 a 4:59
27940,-5,0,0,19:00 a 4:59
27941,-4,0,0,19:00 a 4:59
27942,-2,0,0,19:00 a 4:59
27943,-5,0,0,19:00 a 4:59
27944,-5,0,0,19:00 a 4:59
27945,-9,0,0,19:00 a 4:59
27946,-12,0,0,19:00 a 4:59
27947,20,1,0,19:00 a 4:59
27948,17,1,0,19:00 a 4:59
27949,13,0,0,19:00 a 4:59
27950,15,0,0,19:00 a 4:59
27951,4,0,0,19:00 a 4:59
27952,15,0,1,19:00 a 4:59
27953,-7,0,1,19:00 a 4:59
27954,-6,0,0,19:00 a 4:59
27955,3,0,0,19:00 a 4:59
27956,0,0,0,19:00 a 4:59
27957,-4,0,0,19:00 a 4:59
27958,1,0,0,19:00 a 4:59
27959,5,0,0,19:00 a 4:59
27960,18,1,0,19:00 a 4:59
27961,3,0,0,19:00 a 4:59
27962,9,0,0,19:00 a 4:59
27963,8,0,0,19:00 a 4:59
27964,5,0,0,19:00 a 4:59
27965,28,1,0,19:00 a 4:59
27966,5,0,0,19:00 a 4:59
27967,-3,0,0,19:00 a 4:59
27968,49,1,0,19:00 a 4:59
27969,12,0,0,19:00 a 4:59
27970,11,0,0,19:00 a 4:59
27971,-6,0,0,19:00 a 4:59
27972,-1,0,0,19:00 a 4:59
27973,1,0,0,19:00 a 4:59
27974,8,0,0,19:00 a 4:59
27975,-1,0,0,19:00 a 4:59
27976,-11,0,0,19:00 a 4:59
27977,4,0,0,19:00 a 4:59
27978,4,0,0,19:00 a 4:59
27979,2,0,0,19:00 a 4:59
27980,13,0,0,19:00 a 4:59
27981,0,0,0,19:00 a 4:59
27982,7,0,1,19:00 a 4:59
27983,-5,0,1,19:00 a 4:59
27984,10,0,0,19:00 a 4:59
27985,2,0,0,19:00 a 4:59
27986,-7,0,0,19:00 a 4:59
27987,-8,0,0,19:00 a 4:59
27988,24,1,0,19:00 a 4:59
27989,17,1,0,19:00 a 4:59
27990,12,0,0,19:00 a 4:59
27991,-5,0,0,19:00 a 4:59
27992,6,0,0,19:00 a 4:59
27993,-7,0,0,19:00 a 4:59
27994,4,0,0,19:00 a 4:59
27995,-1,0,0,19:00 a 4:59
27996,-5,0,0,19:00 a 4:59
27997,13,0,0,19:00 a 4:59
27998,-6,0,0,19:00 a 4:59
27999,-9,0,0,19:00 a 4:59
28000,-2,0,0,19:00 a 4:59
28001,-3,0,0,19:00 a 4:59
28002,-7,0,0,19:00 a 4:59
28003,-3,0,0,19:00 a 4:59
28004,-6,0,0,19:00 a 4:59
28005,-6,0,0,19:00 a 4:59
28006,-13,0,0,19:00 a 4:59
28007,-6,0,0,19:00 a 4:59
28008,-10,0,0,19:00 a 4:59
28009,2,0,1,12:00 a 18:59
28010,-1,0,1,12:00 a 18:59
28011,-9,0,0,12:00 a 18:59
28012,0,0,0,12:00 a 18:59
28013,-14,0,0,12:00 a 18:59
28014,-8,0,0,12:00 a 18:59
28015,5,0,0,12:00 a 18:59
28016,-7,0,0,12:00 a 18:59
28017,0,0,0,12:00 a 18:59
28018,1,0,0,12:00 a 18:59
28019,-12,0,0,12:00 a 18:59
28020,0,0,0,12:00 a 18:59
28021,-6,0,0,12:00 a 18:59
28022,-2,0,0,12:00 a 18:59
28023,5,0,0,12:00 a 18:59
28024,0,0,0,12:00 a 18:59
28025,-7,0,0,12:00 a 18:59
28026,-7,0,0,12:00 a 18:59
28027,-10,0,0,12:00 a 18:59
28028,45,1,0,12:00 a 18:59
28029,3,0,0,12:00 a 18:59
28030,1,0,0,12:00 a 18:59
28031,28,1,0,12:00 a 18:59
28032,0,0,0,12:00 a 18:59
28033,-11,0,0,12:00 a 18:59
28034,-6,0,0,12:00 a 18:59
28035,-3,0,0,12:00 a 18:59
28036,4,0,0,12:00 a 18:59
28037,-2,0,0,12:00 a 18:59
28038,-4,0,0,12:00 a 18:59
28039,-9,0,1,5:00 a 11:59
28040,-11,0,0,5:00 a 11:59
28041,-5,0,0,5:00 a 11:59
28042,1,0,0,5:00 a 11:59
28043,-10,0,0,5:00 a 11:59
28044,-1,0,0,5:00 a 11:59
28045,-7,0,0,5:00 a 11:59
28046,-10,0,0,5:00 a 11:59
28047,3,0,0,5:00 a 11:59
28048,-12,0,0,5:00 a 11:59
28049,-12,0,0,5:00 a 11:59
28050,1,0,0,5:00 a 11:59
28051,1,0,0,5:00 a 11:59
28052,-2,0,0,5:00 a 11:59
28053,-9,0,0,5:00 a 11:59
28054,-7,0,0,5:00 a 11:59
28055,-11,0,0,5:00 a 11:59
28056,-1,0,0,5:00 a 11:59
28057,12,0,1,12:00 a 18:59
28058,31,1,1,12:00 a 18:59
28059,30,1,0,12:00 a 18:59
28060,90,1,0,12:00 a 18:59
28061,37,1,0,12:00 a 18:59
28062,53,1,0,12:00 a 18:59
28063,10,0,0,12:00 a 18:59
28064,30,1,0,12:00 a 18:59
28065,13,0,0,12:00 a 18:59
28066,6,0,0,12:00 a 18:59
28067,15,0,0,12:00 a 18:59
28068,15,0,0,12:00 a 18:59
28069,27,1,0,12:00 a 18:59
28070,31,1,0,12:00 a 18:59
28071,73,1,0,12:00 a 18:59
28072,50,1,0,12:00 a 18:59
28073,42,1,0,12:00 a 18:59
28074,12,0,0,12:00 a 18:59
28075,18,1,0,12:00 a 18:59
28076,17,1,0,12:00 a 18:59
28077,31,1,0,12:00 a 18:59
28078,51,1,0,12:00 a 18:59
28079,24,1,0,12:00 a 18:59
28080,30,1,0,12:00 a 18:59
28081,57,1,0,12:00 a 18:59
28082,25,1,0,12:00 a 18:59
28083,7,0,0,12:00 a 18:59
28084,20,1,0,12:00 a 18:59
28085,44,1,0,12:00 a 18:59
